City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,coventry,52.4066,-1.5122,47.44,80,20,4.61,GB,1682548431
367,vilyuysk,63.7553,121.6247,30.0,87,96,9.1,RU,1682548606
368,okha,53.5739,142.9478,31.5,99,100,16.51,RU,1682548606
369,paracin,43.8608,21.4078,40.42,81,11,3.6,RS,1682548606
370,sisimiut,66.9395,-53.6735,30.02,93,76,8.55,GL,1682548607
371,brae,60.3964,-1.353,38.98,68,42,6.82,GB,1682548607
372,port hedland,-20.3167,118.5667,77.05,83,100,6.91,AU,1682548607
373,muros,42.7762,-9.0603,60.67,91,99,4.07,ES,1682548607
374,bonavista,48.6499,-53.1147,32.47,94,24,17.13,CA,1682548607
375,east london,-33.0153,27.9116,70.61,75,58,8.79,ZA,1682548607
376,doha,25.2867,51.5333,80.58,33,0,5.75,QA,1682548607
377,sobolevo,54.4299,31.8996,51.87,79,99,6.02,RU,1682548608
378,shwebo,22.5667,95.7,82.87,30,6,5.91,MM,1682548608
379,trinidad,-14.8333,-64.9,87.78,66,20,3.44,BO,1682548608
380,emba,48.8264,58.1442,62.15,26,100,19.91,KZ,1682548608
381,sinjai,-5.1241,120.253,77.59,87,100,3.62,ID,1682548608
382,butembo,0.15,29.2833,57.96,97,87,2.26,CD,1682548608
383,micheweni,-4.9667,39.8333,80.04,81,100,13.42,TZ,1682548608
384,vanderhoof,54.0166,-124.0198,49.42,40,3,18.7,CA,1682548404
385,cabanas,22.9758,-82.9219,83.34,58,64,5.17,CU,1682548609
386,chulman,56.8479,124.9104,20.82,79,46,0.96,RU,1682548398
387,lynden,48.9465,-122.4521,58.73,76,100,6.91,US,1682548548
388,presidente medici,-11.1753,-61.9014,74.84,94,74,1.99,BR,1682548609
389,boende,-0.2167,20.8667,67.08,99,97,2.75,CD,1682548609
390,okhotsk,59.3833,143.3,29.08,86,83,5.14,RU,1682548338
391,maceio,-9.6658,-35.7353,76.44,94,40,3.44,BR,1682548414
392,drayton valley,53.2168,-114.9854,49.5,68,100,3.27,CA,1682548609
393,sur,22.5667,59.5289,79.72,60,68,5.64,OM,1682548610
394,anqing,30.5092,117.0506,60.26,69,64,2.62,CN,1682548610
395,egvekinot,66.3167,-179.1667,18.97,61,8,6.08,RU,1682548610
396,pangody,65.85,74.4859,9.68,98,76,5.28,RU,1682548383
397,bubaque,11.2833,-15.8333,78.19,72,99,15.88,GW,1682548611
398,ust-nera,64.5667,143.2,24.67,88,74,2.64,RU,1682548600
399,beringovskiy,63.05,179.3167,19.47,71,29,16.15,RU,1682548611
400,el sauce,12.8869,-86.539,93.13,40,78,8.19,NI,1682548611
401,seoul,37.5683,126.9778,45.84,90,0,3.44,KR,1682548611
402,yanam,16.7333,82.2167,77.41,87,1,1.14,IN,1682548611
403,moberly,39.4184,-92.4382,62.92,36,0,8.05,US,1682548611
404,aguimes,27.9054,-15.4461,66.83,68,20,18.41,ES,1682548611
405,solwezi,-12.1688,26.3894,54.16,82,89,3.94,ZM,1682548612
406,hosdurga,13.7981,76.2861,76.55,69,65,5.88,IN,1682548612
407,barra do garcas,-15.89,-52.2567,80.01,63,96,0.51,BR,1682548612
408,constantine,36.365,6.6147,62.01,59,0,2.3,DZ,1682547847
409,sorong,-0.8833,131.25,80.46,79,59,3.76,ID,1682548612
410,tres picos,15.8667,-93.5333,87.51,50,100,6.06,MX,1682548612
411,tulu bolo,8.6667,38.2167,62.44,71,85,2.13,ET,1682548612
412,mount gambier,-37.8333,140.7667,60.22,88,78,9.53,AU,1682548613
413,calatayud,41.3535,-1.6432,64.44,67,86,1.57,ES,1682548613
414,emerald,-23.5333,148.1667,66.34,72,43,10.85,AU,1682548613
415,singkang,2.1006,102.7994,74.48,96,100,3.06,MY,1682548613
416,mandera,3.9366,41.867,81.28,71,9,6.49,KE,1682548613
417,vaitape,-16.5167,-151.75,82.67,74,12,8.28,PF,1682548613
418,mackay,-21.15,149.2,75.69,78,66,17.34,AU,1682548571
419,yatou,37.15,122.3833,52.12,60,2,16.4,CN,1682548613
420,orhangazi,40.4892,29.3089,53.31,88,98,1.74,TR,1682548614
421,lasa,46.6166,10.7002,50.88,76,78,3.83,IT,1682548614
422,cam ranh,11.9214,109.1591,80.56,78,20,4.61,VN,1682548614
423,sinazongwe,-17.2614,27.4618,71.49,53,61,5.06,ZM,1682548614
424,tateyama,34.9833,139.8667,59.86,54,7,15.77,JP,1682548614
425,dillon,34.4166,-79.3712,63.25,88,97,7.83,US,1682548614
426,fort nelson,58.8053,-122.7002,38.95,88,100,4.61,CA,1682548614
427,tabuk,17.4189,121.4443,74.8,89,83,2.95,PH,1682548615
428,kathu,7.9178,98.3332,78.62,79,98,11.03,TH,1682548615
429,cururupu,-1.8283,-44.8683,76.19,91,63,2.93,BR,1682548615
430,paullo,45.4187,9.3977,60.1,59,0,5.75,IT,1682548615
431,half moon bay,37.4636,-122.4286,87.89,60,0,12.66,US,1682548615
432,arzgir,45.3728,44.2206,53.19,58,82,8.39,RU,1682548615
433,black river,18.0264,-77.8487,80.2,70,82,2.44,JM,1682548616
434,flin flon,54.7682,-101.865,35.44,93,100,3.44,CA,1682548349
435,opuwo,-18.0607,13.84,71.26,54,76,5.35,NA,1682548616
436,la libertad,-2.2333,-80.9,83.86,79,0,6.91,EC,1682548545
437,inhambane,-23.865,35.3833,71.58,83,7,6.15,MZ,1682548616
438,walvis bay,-22.9575,14.5053,59.09,94,8,4.61,NA,1682548616
439,kyabram,-36.3167,145.05,63.81,50,32,16.15,AU,1682548616
440,koygorodok,60.445,50.9968,43.07,95,24,2.3,RU,1682548617
441,lakheri,25.6667,76.1667,78.19,44,82,7.11,IN,1682548617
442,kijabe,-0.933,36.5758,60.4,88,97,3.0,KE,1682548617
443,latung,5.5,120.8833,83.44,70,99,5.46,PH,1682548617
444,tevaitoa,-16.7833,-151.5,82.47,75,16,9.31,PF,1682548617
445,chhindwara,22.0667,78.9333,71.11,62,94,3.69,IN,1682548617
446,najran,17.4924,44.1277,68.65,57,16,0.87,SA,1682548617
447,la roda,39.2167,-2.15,64.13,43,18,5.59,ES,1682548617
448,vigia del fuerte,6.5789,-76.8863,77.29,94,89,2.77,CO,1682548618
449,kara-tyube,44.6336,45.4369,54.23,64,71,7.76,RU,1682548618
450,itapirapua,-15.8233,-50.6133,78.91,61,74,2.1,BR,1682548618
451,casper,42.8666,-106.3131,63.19,29,75,5.75,US,1682548618
452,yerbogachen,61.2767,108.0108,26.64,96,100,4.47,RU,1682548618
453,privolnyy,44.0998,46.6587,52.23,87,22,8.28,RU,1682548618
454,arang,21.2,81.9667,81.64,50,100,10.2,IN,1682548618
455,bulawayo,-20.15,28.5833,60.87,72,5,9.86,ZW,1682548619
456,razole,16.4833,81.8333,77.76,87,2,2.64,IN,1682548619
457,kurchum,48.5722,83.6542,45.37,73,3,7.87,KZ,1682548619
458,semey,50.4111,80.2275,52.48,48,68,1.68,KZ,1682548619
459,honningsvag,70.9821,25.9704,37.15,70,100,13.8,NO,1682548619
460,novyy urengoy,66.0833,76.6333,5.09,100,66,3.24,RU,1682548619
461,pimentel,-6.8367,-79.9342,84.49,58,0,17.27,PE,1682548619
462,acarau,-2.8856,-40.12,78.57,85,42,9.28,BR,1682548620
463,moron,-34.6534,-58.6198,69.06,92,6,4.61,AR,1682548620
464,gao,16.6362,1.637,84.54,9,19,9.82,ML,1682548620
465,inverell,-29.7833,151.1167,58.66,93,89,7.36,AU,1682548620
466,komsomolskiy,40.4272,71.7189,57.92,44,55,6.91,UZ,1682548620
467,nakonde,-9.3421,32.745,55.17,97,28,4.72,ZM,1682548620
468,margate,51.3813,1.3862,48.31,72,97,5.99,GB,1682548620
469,boquira,-12.8231,-42.7306,74.53,43,17,4.32,BR,1682548621
470,manzanillo,20.3433,-77.1167,82.62,62,60,5.32,CU,1682548621
471,raga,8.4596,25.678,74.8,76,98,5.14,SS,1682548621
472,clyde river,70.4692,-68.5914,14.23,92,100,11.5,CA,1682548621
473,baghramyan,40.1934,44.3683,57.25,50,20,6.91,AM,1682548621
474,polunochnoye,60.8697,60.4153,47.17,93,99,2.48,RU,1682548621
475,ketchikan,55.3422,-131.6461,50.47,53,75,10.38,US,1682548622
476,esil,51.9556,66.4042,56.64,46,92,9.73,KZ,1682548622
477,krasnyy chikoy,50.3643,108.7512,24.19,91,100,7.72,RU,1682548622
478,sao joao da barra,-21.6403,-41.0511,77.09,87,52,14.2,BR,1682548622
479,ambilobe,-13.2,49.05,73.26,96,73,2.95,MG,1682548623
480,jiaohe,43.7286,127.3447,46.8,50,99,8.28,CN,1682548623
481,marsh harbour,26.5412,-77.0636,76.71,72,82,9.06,BS,1682548521
482,gulbarga,17.3333,76.8333,83.79,47,98,11.61,IN,1682548623
483,tadine,-21.55,167.8833,76.55,79,100,8.25,NC,1682548542
484,sorland,67.667,12.6934,39.06,66,100,10.74,NO,1682548624
485,progreso,21.2833,-89.6667,100.51,72,31,13.13,MX,1682548624
486,salinopolis,-0.6136,-47.3561,79.41,84,67,8.55,BR,1682548615
487,eydhafushi,5.1033,73.0708,83.59,76,95,7.65,MV,1682548406
488,balkanabat,39.5108,54.3671,65.79,67,100,4.81,TM,1682548624
489,sari,36.5633,53.0601,59.79,93,100,1.34,IR,1682548625
490,lumeje,-11.55,20.7833,64.74,63,77,3.38,AO,1682548625
491,harlingen,26.1906,-97.6961,86.09,78,100,13.8,US,1682548625
492,katobu,-4.9408,122.5276,77.34,91,87,2.84,ID,1682548625
493,volzhskiy,48.7858,44.7797,49.51,56,82,5.1,RU,1682548626
494,chardara,41.2547,67.9692,58.98,49,0,6.31,KZ,1682548626
495,canutama,-6.5339,-64.3831,75.38,95,81,1.72,BR,1682548626
496,luderitz,-26.6481,15.1594,58.32,86,14,4.34,NA,1682548626
497,high level,58.5169,-117.136,48.31,46,75,2.3,CA,1682548626
498,gizo,-8.103,156.8419,83.3,74,29,5.73,SB,1682548627
499,bayir,37.2687,28.2167,59.52,97,98,5.55,TR,1682548627
500,wanning,18.8003,110.3967,75.11,87,99,4.36,CN,1682548627
501,bikin,46.8161,134.26,46.08,35,97,4.07,RU,1682548338
502,arlit,18.7369,7.3853,86.27,9,3,8.48,NE,1682548627
503,nador,35.174,-2.9287,68.25,42,0,2.3,MA,1682548628
504,yankton,42.8711,-97.3973,68.25,30,40,14.97,US,1682548628
505,bilma,18.6853,12.9164,86.65,10,18,11.36,NE,1682548628
506,bangkalan,-7.0455,112.7351,78.75,89,74,3.53,ID,1682548628
507,sitka,57.0531,-135.33,44.49,70,75,14.97,US,1682548620
508,vrdy,49.9215,15.4724,42.44,72,0,5.01,CZ,1682548628
509,iquitos,-3.7481,-73.2472,80.64,78,75,3.44,PE,1682548491
510,green river,41.5286,-109.4662,57.6,45,25,17.94,US,1682548629
511,isangel,-19.55,169.2667,82.51,83,75,2.3,VU,1682548629
512,bonfim,3.0833,-59.95,72.07,94,100,4.09,BR,1682548629
513,peterhead,57.5058,-1.7981,39.6,78,47,6.04,GB,1682548629
514,buraydah,26.326,43.975,68.45,69,2,6.98,SA,1682548629
515,rio grande,-32.035,-52.0986,71.71,78,74,6.24,BR,1682548630
516,galesong,-5.3166,119.3661,75.22,85,100,7.63,ID,1682548630
517,leningradskiy,69.3833,178.4167,17.96,84,3,16.49,RU,1682548630
518,baiao,-2.7906,-49.6717,74.12,99,99,2.01,BR,1682548630
519,amboasary,-25.0333,46.3833,66.2,84,3,2.55,MG,1682548630
520,puerto madero,14.7208,-92.4215,89.8,58,0,8.05,MX,1682548630
521,sabang,5.8933,95.3214,83.64,73,100,10.8,ID,1682548631
522,quatre cocos,-20.2078,57.7625,75.31,87,23,8.93,MU,1682548631
523,yarada,17.65,83.2667,80.65,71,3,4.34,IN,1682548631
524,tautira,-17.7333,-149.15,80.47,83,96,12.24,PF,1682548631
525,coquimbo,-29.9533,-71.3436,58.73,94,100,3.44,CL,1682548361
526,ankang,32.68,109.0172,59.65,74,97,1.52,CN,1682548632
527,tecoanapa,16.5167,-98.75,83.89,61,100,10.45,MX,1682548632
528,vincennes,48.85,2.4333,53.56,81,100,4.0,FR,1682548386
529,lipari,38.4674,14.954,58.26,68,11,4.97,IT,1682548632
530,agadir,30.4202,-9.5982,64.85,55,55,4.36,MA,1682548632
531,karratha,-20.7377,116.8463,79.59,43,100,3.2,AU,1682548633
532,quelimane,-17.8786,36.8883,75.15,83,40,2.3,MZ,1682548633
533,den helder,52.9599,4.7593,40.98,89,94,1.14,NL,1682548633
534,westport,41.1415,-73.3579,57.61,64,0,5.75,US,1682548423
535,portland,45.5234,-122.6762,77.92,41,75,4.61,US,1682548477
536,caravelas,-17.7125,-39.2481,75.4,85,1,4.38,BR,1682548633
537,bogorodskoye,56.55,37.8833,45.21,94,92,5.66,RU,1682548633
538,taree,-31.9,152.4667,65.21,88,100,2.26,AU,1682548633
539,labuhan,-6.8844,112.2051,77.56,90,98,5.75,ID,1682548634
540,znamenskoye,57.1281,73.8282,53.92,63,100,2.98,RU,1682548634
541,port hardy,50.6996,-127.4199,50.18,76,75,14.97,CA,1682548634
542,mabaruma,8.2,-59.7833,72.73,99,100,2.82,GY,1682548634
543,kingston,17.997,-76.7936,85.15,66,20,14.97,JM,1682548634
544,khorixas,-20.3667,14.9667,71.67,52,59,3.85,NA,1682548634
545,seminole,28.7086,-81.2081,79.41,83,0,10.36,US,1682548635
546,veraval,20.9,70.3667,77.47,79,16,9.71,IN,1682548632
547,umba,66.6871,34.3429,30.47,77,100,8.12,RU,1682548394
548,gobabis,-22.45,18.9667,73.62,39,54,8.9,NA,1682548635
549,comala,19.3167,-103.75,90.97,48,75,17.27,MX,1682548635
550,andenes,69.3143,16.1194,37.38,70,100,6.91,NO,1682548636
551,puli,23.9664,120.9695,71.22,91,90,0.34,TW,1682548636
552,yumen,40.2833,97.2,44.26,29,88,31.07,CN,1682548636
553,byron bay,-28.65,153.6167,63.72,82,96,8.32,AU,1682548636
554,del rio,29.3627,-100.8968,87.82,50,0,8.05,US,1682548636
555,radomsko,51.0671,19.4448,35.51,83,45,6.87,PL,1682548636
556,gimbi,9.1667,35.8333,60.22,81,69,2.93,ET,1682548637
557,payson,40.0444,-111.7321,63.59,40,0,5.75,US,1682548637
558,ahuimanu,21.4447,-157.8378,83.91,82,100,13.8,US,1682548637
559,ola,59.5833,151.2833,37.15,78,27,5.91,RU,1682548395
560,sakaiminato,35.55,133.2333,49.98,93,20,4.61,JP,1682548637
561,pemba,-12.974,40.5178,74.41,82,46,14.16,MZ,1682548637
